issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,0,',...1.jpeg)  Yn arbennig i Gymru. Yn barod i**'**r byd.  Made for Wales. Ready for the wo...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The apostrophe is correctly used in the Welsh phrase 'i'r' (to the).
1,4,wjec-gcse-food-and-nutrition,... adapted?  ![](_page_4_Figure_5.jpeg)  [**wjec-gcse-food-and-nutrition**](https://www.wjec.co.uk/media/kz4d5q2l/...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"This is part of a URL and filename, which is correctly formatted as a specific identifier."
2,9,really really,"...9_Picture_5.jpeg)  Munsell charts are a **really really** good tool for showing results. But, the...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,"The repetition of 'really' is a stylistic choice for emphasis, but a single 'really' or a stronger adjective would be more formal."
3,11,cup cakes,"... – not so much. Get yourself a batch of **cup cakes**, a desk lamp, different coloured plates...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,95,'Cupcakes' should be written as one word in standard UK English.
4,11,softwear,"...ks well, or wrap text, depending on the **softwear** you have in school. How would you label...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Softwear' is a misspelling of the correct term 'software'.
5,12,classbooks,...om wall or make a sheet to put in their **classbooks** to complete every time they cook.  {13}...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,"'Classbooks' should be written as two separate words, 'class books'."
6,13,wnload,...face/blobstorage/download?nodeId=5384) [**wnload**?nodeId=5384](https://www.wjec.co.uk/umb...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The word 'download' has been incorrectly split and truncated in the link text, indicating a parsing error."
7,13,nodeId,...obstorage/download?nodeId=5384) [wnload?**nodeId**=5384](https://www.wjec.co.uk/umbraco/su...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'nodeId' is a technical term correctly used as a parameter in a URL.
8,16,really good,...or the comparisons. Cocktail sticks are **really good** when it comes to measuring the depth  {...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,75,The phrase 'really good' is informal; a more precise or formal adjective would be preferable in a formal document.
9,18,a,...cture_1.jpeg)  Yn arbennig i Gymru. Yn b**a**rod i'r byd.  Made for Wales. Ready for ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The letter 'a' is correctly part of the Welsh word 'barod' and is not an error.
