issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,but,"...he Moroccans gold and slaves to withdraw** but** they refused and marched on Gao, destro...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The word 'but' is correctly used as a conjunction.
1,6,',... aspects of the Mughal Empire *Mir-at-i **'**alam* [Mirror of the World] (seventeenth...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,' is a correct apostrophe in the title 'Mir-at-i 'alam'.
2,6,alam,...aspects of the Mughal Empire *Mir-at-i '**alam*** [Mirror of the World] (seventeenth cen...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'alam' is part of the correct title 'Mir-at-i 'alam'.
3,13,lowvalue,"...y in the Songhai Empire, especially for **lowvalue** transactions. They were accepted across...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The word 'lowvalue' should be hyphenated as 'low-value' for clarity.
4,15,rooves,...es were huts made of clay with thatched **rooves** whereas Item 2 states many houses were ...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'rooves' is a misspelling; the correct spelling is 'roofs'.
5,19,but,"...he Moroccans gold and slaves to withdraw** but** they refused and marched on Gao, destro...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The word 'but' is correctly used as a conjunction.
6,19,and,...ch states its aim is to make history fun** and** therefore it may be simplified. As the ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Adding a comma before 'and' improves readability but is not strictly necessary.
7,25,',...l aspects of the Mughal Empire Mir-at-i **'**alam [Mirror of the World] (seventeenth ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,' is a correct apostrophe in the title 'Mir-at-i 'alam'.
8,25,alam,... aspects of the Mughal Empire Mir-at-i '**alam** [Mirror of the World] (seventeenth cent...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'alam' is part of the correct title 'Mir-at-i 'alam'.
9,30,llahi,"...ligious debate, and developed the Din-i **llahi** (Divine Faith) which incorporated eleme...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'llahi' is a misspelling; the correct spelling is 'Ilahi'.
