issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,8,Welshspeaking,...ern Welsh history. There was anger that **Welshspeaking** residents would be moved out and natura...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'Welsh-speaking'.
1,8,and,...lshspeaking residents would be moved out** and** natural resources were being taken away...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
2,9,and,...ing. The interior was completely wrecked** and** the furniture was thrown into the road....,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
3,13,so,...allholdings in this period were marginal** so** the additional cost of tolls made it al...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'so' is optional for clarity but not required.
4,13,toll gates,...nger was directed towards attacking the **toll gates**. - Driving this anger was the desperati...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Toll gates' is a correct term in this context.
5,15,Lewis Lewis,"...liffs taking property from the house of **Lewis Lewis**, although they managed to take his trun...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Lewis Lewis' is a proper noun and correct as written.
6,15,trunk,"...ewis, although they managed to take his **trunk**. They helped Lewis get his property bac...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Trunk' is a correct term in this context.
7,18,amongst,"...there was a lot of support for Chartism **amongst** the working class, the middle class wer...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"'Amongst' is acceptable in UK English, though 'among' is more common."
8,26,and,...sh-speaking residents would be moved out** and** natural resources were being taken away...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
9,26,a small number of,...igh-profile example which only affected **a small number of** households in the Tryweryn Valley. It a...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'A small number of' is a correct phrase in this context.
10,29,and,...ing. The interior was completely wrecked** and** the furniture was thrown into the road....,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,Comma before 'and' is optional for clarity but not required for correctness.
11,30,on-going,... concluded that they were the result of **on-going** racial tensions and resulted in very po...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'On-going' is not the preferred spelling; 'ongoing' is the correct form in UK English.
12,32,sti,... assessment objectives: Unit 1.5  | n o **sti** | ks ar M |  |  |  |  |  |  |  |  |  | ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
13,32,ks,...sment objectives: Unit 1.5  | n o sti | **ks** ar M |  |  |  |  |  |  |  |  |  |  |  |...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
14,32,ai,...      |                  | | e u Q |  | **ai** 5.1 1. | aii 5.1 1. | bi 5.1 1. | bii 5...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
15,32,aii,...             | | e u Q |  | ai 5.1 1. | **aii** 5.1 1. | bi 5.1 1. | bii 5.1 1. | ci 5....,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
16,32,bii,... | ai 5.1 1. | aii 5.1 1. | bi 5.1 1. | **bii** 5.1 1. | ci 5.1 1. | cii 5.1 1. | ai 2 ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
17,32,ci,...| aii 5.1 1. | bi 5.1 1. | bii 5.1 1. | **ci** 5.1 1. | cii 5.1 1. | ai 2 5. 1. | aii ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
18,32,cii,... | bi 5.1 1. | bii 5.1 1. | ci 5.1 1. | **cii** 5.1 1. | ai 2 5. 1. | aii 2 5. 1. | bi ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
19,32,ai,...| bii 5.1 1. | ci 5.1 1. | cii 5.1 1. | **ai** 2 5. 1. | aii 2 5. 1. | bi 2 5. 1. | bi...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Incomplete or misformatted text, likely a typographical error."
20,32,aii,...| ci 5.1 1. | cii 5.1 1. | ai 2 5. 1. | **aii** 2 5. 1. | bi 2 5. 1. | bii 2 5. 1. | 2c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'aii' is a valid WJEC-specific code and is correct as written.
21,32,bii,...ai 2 5. 1. | aii 2 5. 1. | bi 2 5. 1. | **bii** 2 5. 1. | 2ci 5. 1. | 2cii 5. 1. | ai 3...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'bii' is a valid WJEC-specific code and is correct as written.
22,32,ai,... bii 2 5. 1. | 2ci 5. 1. | 2cii 5. 1. | **ai** 3 5. 1. | aii 3 5. 1. | bi 3 5. 1. | bi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'ai' is a valid WJEC-specific code and is correct as written.
23,32,aii,...| 2ci 5. 1. | 2cii 5. 1. | ai 3 5. 1. | **aii** 3 5. 1. | bi 3 5. 1. | bii 3 5. 1. | 3c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'aii' is a valid WJEC-specific code and is correct as written.
24,32,bii,...ai 3 5. 1. | aii 3 5. 1. | bi 3 5. 1. | **bii** 3 5. 1. | 3ci 5. 1. | 3cii 5. 1. | ai 4...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'bii' is a valid WJEC-specific code and is correct as written.
25,32,ai,... bii 3 5. 1. | 3ci 5. 1. | 3cii 5. 1. | **ai** 4 5. 1. | aii 4 5. 1. | bi 4 5. 1. | bi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'ai' is a valid WJEC-specific code and is correct as written.
26,32,aii,...| 3ci 5. 1. | 3cii 5. 1. | ai 4 5. 1. | **aii** 4 5. 1. | bi 4 5. 1. | bii 4 5. 1. | 4c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'aii' is a valid WJEC-specific code and is correct as written.
27,32,bii,...ai 4 5. 1. | aii 4 5. 1. | bi 4 5. 1. | **bii** 4 5. 1. | 4ci 5. 1. | 4cii 5. 1. | ai 5...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'bii' is a valid WJEC-specific code and is correct as written.
28,32,ai,... bii 4 5. 1. | 4ci 5. 1. | 4cii 5. 1. | **ai** 5 5. 1. | aii 5 5. 1. | bi 5 5. 1. | bi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'ai' is a valid WJEC-specific code and is correct as written.
29,32,aii,...| 4ci 5. 1. | 4cii 5. 1. | ai 5 5. 1. | **aii** 5 5. 1. | bi 5 5. 1. | bii 5 5. 1. | 5c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'aii' is a valid WJEC-specific code and is correct as written.
30,32,bii,...ai 5 5. 1. | aii 5 5. 1. | bi 5 5. 1. | **bii** 5 5. 1. | 5ci 5. 1. | 5cii 5. 1. | | 1 ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'bii' which should be 'b-ii' for consistency with other entries.
31,33,sti,...----|------------------|--|--|--| | n o **sti** e u Q | ks ar M | 1.6.1 |  |  |  |  |  ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'sti' which should be 'st-i' for consistency with other entries.
32,33,ks,...-----------|--|--|--| | n o sti e u Q | **ks** ar M | 1.6.1 |  |  |  |  |  |  | 1.6.2 ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'ks' which should be 'k-s' for consistency with other entries.
33,33,ai,... |  | 1.6.5 |  |  |  |  |  |  | |  |  | **ai** 6.1 1. | aii 6.1 1. | bi 6.1 1. | bii 6...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'ai' which should be 'a-i' for consistency with other entries.
34,33,aii,...|  |  |  |  |  |  | |  |  | ai 6.1 1. | **aii** 6.1 1. | bi 6.1 1. | bii 6.1 1. | ci 6....,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'aii' which should be 'a-ii' for consistency with other entries.
35,33,bii,... | ai 6.1 1. | aii 6.1 1. | bi 6.1 1. | **bii** 6.1 1. | ci 6.1 1. | cii 6.1 1. | ai 2 ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'bii' which should be 'b-ii' for consistency with other entries.
36,33,ci,...| aii 6.1 1. | bi 6.1 1. | bii 6.1 1. | **ci** 6.1 1. | cii 6.1 1. | ai 2 6. 1. | aii ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'ci' which should be 'c-i' for consistency with other entries.
37,33,cii,... | bi 6.1 1. | bii 6.1 1. | ci 6.1 1. | **cii** 6.1 1. | ai 2 6. 1. | aii 2 6. 1. | bi ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'cii' which should be 'c-ii' for consistency with other entries.
38,33,ai,...| bii 6.1 1. | ci 6.1 1. | cii 6.1 1. | **ai** 2 6. 1. | aii 2 6. 1. | bi 2 6. 1. | bi...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'ai' which should be 'a-i' for consistency with other entries.
39,33,aii,...| ci 6.1 1. | cii 6.1 1. | ai 2 6. 1. | **aii** 2 6. 1. | bi 2 6. 1. | bii 2 6. 1. | 2c...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'aii' which should be 'a-ii' for consistency with other entries.
40,33,bii,...ai 2 6. 1. | aii 2 6. 1. | bi 2 6. 1. | **bii** 2 6. 1. | 2ci 6. 1. | 2cii 6. 1. | ai 3...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'bii' is a valid code in the context of the document.
41,33,ai,... bii 2 6. 1. | 2ci 6. 1. | 2cii 6. 1. | **ai** 3 6. 1. | aii 3 6. 1. | bi 3 6. 1. | bi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'ai' is a valid code in the context of the document.
42,33,aii,...| 2ci 6. 1. | 2cii 6. 1. | ai 3 6. 1. | **aii** 3 6. 1. | bi 3 6. 1. | bii 3 6. 1. | 3c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'aii' is a valid code in the context of the document.
43,33,bii,...ai 3 6. 1. | aii 3 6. 1. | bi 3 6. 1. | **bii** 3 6. 1. | 3ci 6. 1. | 3cii 6. 1. | ai 4...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'bii' is a valid code in the context of the document.
44,33,ai,... bii 3 6. 1. | 3ci 6. 1. | 3cii 6. 1. | **ai** 4 6. 1. | aii 4 6. 1. | bi 4 6. 1. | bi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'ai' is a valid code in the context of the document.
45,33,aii,...| 3ci 6. 1. | 3cii 6. 1. | ai 4 6. 1. | **aii** 4 6. 1. | bi 4 6. 1. | bii 4 6. 1. | 4c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'aii' is a valid code in the context of the document.
46,33,bii,...ai 4 6. 1. | aii 4 6. 1. | bi 4 6. 1. | **bii** 4 6. 1. | 4ci 6. 1. | 4cii 6. 1. | ai 5...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'bii' is a valid code in the context of the document.
47,33,ai,... bii 4 6. 1. | 4ci 6. 1. | 4cii 6. 1. | **ai** 5 6. 1. | aii 5 6. 1. | bi 5 6. 1. | bi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'ai' is a valid code in the context of the document.
48,33,aii,...| 4ci 6. 1. | 4cii 6. 1. | ai 5 6. 1. | **aii** 5 6. 1. | bi 5 6. 1. | bii 5 6. 1. | 5c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'aii' is a valid code in the context of the document.
